1700	0	-3
1701	-1	-3
1702	-1	-2
1703	0	-4
1704	0	-4
1705	-2	-4
1706	-2	-3
1707	-1	-2
1708	0	-3
1709	0	-3
1710	0	-3
1711	0	-3
1712	0	-3
1713	-1	-4
1714	-1	-3
1715	-1	-3
1716	0	-2
1717	-2	-4
1718	-2	-3
1719	-1	-3
1720	0	-3
1721	-2	-3
1722	-2	-2
1723	0	-4
1724	0	-4
1725	-2	-3
1726	-2	-2
1727	-1	-3
1728	0	-3
1729	-2	-3
1730	-2	-2
1731	-1	-3
1732	-1	-2
1733	-2	-3
1734	-2	-2
1735	-1	-3
1736	0	-4
1737	-1	-3
1738	-1	-2
1739	-1	-3
1740	0	-3
1741	-1	-3
1742	-1	-2
1743	-1	-3
1744	0	-3
1745	-1	-2
1746	-1	-3
1747	-1	-4
1748	0	-4
1749	-1	-2
1750	-1	-1
1751	-1	-2
1752	0	-2
1753	-1	-4
1754	-1	-3
1755	0	-4
1756	0	-4
1757	-1	-3
1758	-1	-2
1759	-1	-3
1760	0	-2
1761	-2	-3
1762	-2	-2
1763	-1	-3
1764	0	-3
1765	-1	-3
1766	-1	-2
1767	0	-2
1768	0	-3
1769	-1	-3
1770	-1	-3
1771	0	-4
1772	0	-4
1773	-1	-4
1774	-1	-3
1775	-1	-3
1776	0	-3
1777	-1	-3
1778	-1	-3
1779	-1	-2
1780	0	-3
1781	-2	-4
1782	-2	-2
1783	-1	-3
1784	0	-2
1785	-1	-3
1786	-1	-2
1787	-1	-2
1788	0	-3
1789	-2	-4
1790	-2	-3
1791	-1	-4
1792	0	-4
1793	-2	-3
1794	-2	-3
1795	0	-4
1796	1	-4
1797	-1	-3
1798	-2	-2
1799	-1	-4
1800	0	-4
1801	-2	-3
1802	-2	-2
1803	-1	-4
1804	0	-4
1805	-2	-3
1806	-2	-3
1807	-1	-4
1808	0	-4
1809	-2	-4
1810	-2	-3
1811	-1	-2
1812	0	-3
1813	3	-3
1814	7	-2
1815	50	-2
1816	64	-2
1817	59	-3
1818	57	-2
1819	61	-4
1820	61	-4
1821	60	-4
1822	60	-3
1823	61	-4
1824	62	-3
1825	60	-3
1826	60	-3
1827	61	-4
1828	61	-4
1829	60	-4
1830	60	-3
1831	61	-3
1832	61	-2
1833	60	-3
1834	60	-2
1835	61	-3
1836	61	-3
1837	61	-4
1838	60	-3
1839	61	-4
1840	62	-4
1841	59	-3
1842	59	-2
1843	61	-2
1844	62	-3
1845	60	-4
1846	59	-4
1847	61	-38
1848	61	-49
1849	60	-44
1850	60	-43
1851	61	-42
1852	62	-41
1853	61	-40
1854	60	-43
1855	61	-43
1856	62	-42
1857	60	-44
1858	60	-44
1859	60	-42
1860	61	-41
1861	61	-45
