1700	-1	-2
1701	0	-3
1702	-1	-3
1703	-1	-2
1704	-1	-3
1705	0	-3
1706	-1	-3
1707	-1	-3
1708	0	-2
1709	0	-3
1710	-1	-3
1711	-1	-2
1712	-1	-3
1713	0	-4
1714	-2	-3
1715	-2	-2
1716	-1	-3
1717	0	-3
1718	-1	-3
1719	-1	-2
1720	-1	-3
1721	0	-4
1722	-2	-3
1723	-2	-2
1724	-1	-4
1725	0	-4
1726	-1	-3
1727	-1	-2
1728	-1	-3
1729	0	-3
1730	-1	-3
1731	-1	-3
1732	-1	-4
1733	0	-4
1734	-2	-4
1735	-2	-2
1736	-1	-2
1737	0	-3
1738	-2	-2
1739	-2	-2
1740	-1	-3
1741	0	-4
1742	-2	-3
1743	-2	-2
1744	-1	-2
1745	0	-2
1746	-2	-3
1747	-1	-2
1748	-1	-2
1749	0	-2
1750	-2	-3
1751	-2	-2
1752	-1	-3
1753	0	-3
1754	-2	-3
1755	-2	-2
1756	-1	-3
1757	0	-2
1758	-2	-3
1759	-2	-2
1760	-1	-3
1761	0	-3
1762	-2	-3
1763	-2	-2
1764	-1	-2
1765	-1	-2
1766	-2	-3
1767	-2	-3
1768	-1	-3
1769	0	-3
1770	-2	-4
1771	-2	-3
1772	-1	-3
1773	0	-4
1774	-2	-3
1775	-2	-2
1776	-1	-2
1777	0	-3
1778	-2	-3
1779	-2	-2
1780	-1	-2
1781	0	-3
1782	-1	-2
1783	-1	-1
1784	-1	-3
1785	0	-4
1786	-2	-4
1787	-2	-3
1788	-1	-2
1789	0	-2
1790	-2	-3
1791	-1	-2
1792	-1	-4
1793	0	-4
1794	-2	-4
1795	-2	-3
1796	-1	-3
1797	-1	-3
1798	-1	-3
1799	-1	-2
1800	-1	-3
1801	0	-3
1802	-2	-3
1803	-2	-2
1804	-1	-3
1805	0	-4
1806	-1	-3
1807	-1	-2
1808	-1	-3
1809	0	-3
1810	-2	-3
1811	-2	-2
1812	-1	-2
1813	0	-4
1814	8	-3
1815	15	-2
1816	56	-3
1817	66	-3
1818	58	-4
1819	57	-3
1820	61	-2
1821	61	-2
1822	59	-3
1823	59	-3
1824	60	-3
1825	61	-3
1826	59	-3
1827	59	-3
1828	61	-4
1829	61	-4
1830	60	-3
1831	60	-2
1832	60	-3
1833	60	-4
1834	60	-2
1835	60	-3
1836	61	-3
1837	62	-2
1838	60	-4
1839	59	-3
1840	61	-3
1841	61	-4
1842	60	-3
1843	59	-2
1844	61	-2
1845	61	-4
1846	60	-21
1847	59	-34
1848	61	-45
1849	61	-42
1850	61	-43
1851	61	-43
1852	61	-38
1853	62	-37
1854	60	-44
1855	60	-44
1856	61	-42
1857	61	-41
1858	59	-43
1859	59	-42
1860	61	-42
1861	62	-43
1862	59	-42
1863	59	-41
1864	61	-43
1865	62	-43
1866	60	-43
1867	60	-42
1868	61	-42
1869	62	-41
1870	60	-5
1871	60	2
1872	61	-4
1873	61	-4
1874	61	-5
1875	61	-6
1876	61	-6
1877	62	-2
1878	60	-3
1879	60	-4
1880	60	-2
1881	61	-2
1882	60	-4
1883	60	-3
1884	61	-2
1885	61	-3
1886	60	-3
1887	59	-3
1888	61	-2
1889	61	-2
1890	61	-3
1891	61	-3
1892	62	-2
1893	62	-2
1894	60	-2
1895	60	-2
1896	61	-2
1897	62	-2
1898	60	-3
1899	59	-2
1900	61	-3
1901	61	-3
1902	61	-3
1903	61	-2
1904	61	-3
1905	61	-3
1906	61	-3
1907	61	-2
1908	61	-3
1909	61	-3
1910	60	-3
1911	60	-3
1912	61	-3
1913	61	-4
1914	60	-3
1915	59	-3
1916	61	-3
1917	61	-2
1918	59	-3
1919	59	-2
1920	61	-3
1921	61	-3
1922	59	-3
1923	59	-2
1924	61	-4
1925	62	-4
1926	61	-4
1927	61	-3
1928	61	-3
1929	62	-3
1930	60	-3
1931	60	-2
1932	61	-2
1933	61	-3
1934	60	-3
1935	60	-3
1936	61	-2
1937	61	-1
1938	60	-3
1939	59	-2
1940	61	-3
1941	61	-4
1942	60	-3
1943	60	-2
1944	61	-3
1945	61	-4
1946	59	-3
1947	59	-3
1948	61	-3
1949	61	-3
1950	60	-3
1951	60	-3
1952	62	-3
1953	62	-3
1954	60	-3
1955	60	-2
1956	61	-3
1957	61	-3
1958	60	-4
1959	60	-3
1960	61	-2
1961	61	-2
1962	60	-3
1963	60	-2
1964	61	-4
1965	62	-4
1966	61	-4
1967	60	-3
1968	61	-3
1969	61	-2
1970	61	-4
1971	61	-3
1972	61	-2
1973	61	-3
1974	60	-3
1975	60	-2
1976	61	-3
1977	62	-2
1978	60	-3
1979	60	-3
1980	61	-4
1981	62	-4
1982	60	-4
1983	61	-3
1984	61	-3
1985	61	-3
1986	60	-3
1987	60	-2
1988	61	-3
1989	62	-2
1990	60	-3
1991	60	-2
1992	61	-2
1993	61	-3
1994	61	-3
1995	61	-3
1996	61	-3
1997	62	-2
1998	60	-3
1999	60	-2
2000	61	-4
2001	61	-4
2002	60	-3
2003	60	-2
2004	61	-2
2005	61	-2
2006	60	-3
2007	60	-3
2008	61	-2
2009	61	-2
2010	61	-2
2011	61	-2
2012	61	-3
2013	61	-4
2014	59	-3
2015	59	-2
2016	61	-3
2017	62	-4
2018	61	-3
2019	61	-3
2020	61	-3
2021	61	-3
2022	59	-3
